date,order_id,sale_id,order_or_return,product_type,product_title,product_variant,quantity_ordered,billing_country,billing_region,billing_city,location,new_or_returning,gross_sales,discounts,returns,net_sales,shipping_charges,taxes,total_sales
2022-11-21,4739110240432,15217394909360,order,,,,0,Canada,Quebec,MontrÃ‰al,"MontrÃ‰al, Quebec, Canada",New,0,0,0,0,0,0,0
2022-11-21,4737980203184,15212563660976,order,,,,0,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",Returning,0,0,0,0,0,0,0
2022-11-21,4740751851696,15224384225456,order,Clothing,"High-Top Boots",,1,Canada,Alberta,Edmonton,"Edmonton, Alberta, Canada",New,49.5,-7.42,0,42.08,0,2.1,44.18
2022-11-21,4740344905904,15222661841072,order,,,,0,Canada,Ontario,"Kirkland Lake","Kirkland Lake, Ontario, Canada",New,0,0,0,0,0,0,0
2022-11-21,4739157721264,15217601282224,order,,,,0,Canada,Ontario,Ottawa,"Ottawa, Ontario, Canada",New,0,0,0,0,0,0,0
2022-11-21,4740580212912,15223650812080,order,Clothing,"High-Top Boots",,1,Canada,Ontario,Brampton,"Brampton, Ontario, Canada",New,51.75,0,0,51.75,0,6.73,58.48
2022-11-21,4739110240432,15217394876592,order,Clothing,"High-Top Boots",,1,Canada,Quebec,MontrÃ‰al,"MontrÃ‰al, Quebec, Canada",New,51.75,0,0,51.75,0,2.59,54.34
2022-11-21,4739763142832,15220197228720,order,Clothing,"High-Top Boots",,1,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,51.75,0,0,51.75,0,2.59,54.34
2022-11-21,4728208457904,15215955902640,order,Clothing,"High-Top Boots","XXS - 2 Boots Only",0,Canada,Ontario,Mississauga,"Mississauga, Ontario, Canada",New,43.25,0,0,43.25,0,5.62,48.87
2022-11-21,4723438813360,15222372958384,order,Clothing,"High-Top Boots","XXS - 2 Boots Only",0,Canada,Ontario,Kitchener,"Kitchener, Ontario, Canada",Returning,43.25,0,0,43.25,0,5.62,48.87
2022-11-21,4739763142832,15220197261488,order,,,,0,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,0,0,0,0,0,0,0
2022-11-22,4744377172144,15238907527344,order,Clothing,"High-Top Boots","XS -  2 Boots Only",1,"United States",Illinois,"Oak Brook","Oak Brook, Illinois, United States",New,44.75,0,0,44.75,0,5.82,50.57
2022-11-22,4743697105072,15236159701168,order,,,,0,Canada,Quebec,LAVAL,"LAVAL, Quebec, Canada",New,0,0,0,0,0,0,0
2022-11-22,4742041272496,15229531062448,order,Clothing,"High-Top Boots","S - 2 Boots Only",1,Canada,Quebec,MontrÃ©al,"MontrÃ©al, Quebec, Canada",New,46.75,0,0,46.75,0,2.34,49.09
2022-11-22,4741930025136,15229126869168,order,,,,0,Canada,Ontario,Barrie,"Barrie, Ontario, Canada",Returning,0,0,0,0,0,0,0
2022-11-22,4743648772272,15235967385776,order,Clothing,"High-Top Boots","S - 2 Boots Only",2,Canada,Quebec,Saint-AndrÃ©-Avellin,"Saint-AndrÃ©-Avellin, Quebec, Canada",New,93.5,0,0,93.5,0,4.68,98.18
2022-11-22,4744165195952,15238054510768,order,Clothing,"High-Top Boots",,2,Canada,Quebec,Sainte-Anne-des-Lacs,"Sainte-Anne-des-Lacs, Quebec, Canada",New,103.5,-15.52,0,87.98,0,4.4,92.38
2022-11-22,4743697105072,15236159668400,order,Clothing,"High-Top Boots",,2,Canada,Quebec,LAVAL,"LAVAL, Quebec, Canada",New,99,0,0,99,0,4.95,103.95
2022-11-22,4744352858288,15238807552176,order,,,,0,Canada,Ontario,Severn,"Severn, Ontario, Canada",New,0,0,0,0,0,0,0
2022-11-22,4744590229680,15239787643056,order,Clothing,"High-Top Boots","S - 2 Boots Only",2,Canada,Alberta,Calgary,"Calgary, Alberta, Canada",New,93.5,-14.02,0,79.48,0,3.97,83.45
2022-11-22,4744377172144,15238907560112,order,,,,0,"United States",Illinois,"Oak Brook","Oak Brook, Illinois, United States",New,0,0,0,0,5.99,0.78,6.77
2022-11-22,4741930025136,15229126836400,order,Clothing,"High-Top Boots","S - 2 Boots Only",1,Canada,Ontario,Barrie,"Barrie, Ontario, Canada",Returning,46.75,0,0,46.75,0,6.08,52.83
2022-11-22,4743271284912,15234411561136,order,,,,0,Canada,"British Columbia",richmond,"richmond, British Columbia, Canada",New,0,0,0,0,0,0,0
2022-11-22,4743271284912,15234411528368,order,,"Trench Coat",M1,1,Canada,"British Columbia",richmond,"richmond, British Columbia, Canada",New,57.99,-8.69,0,49.3,0,2.47,51.77
2022-11-22,4742041272496,15229531095216,order,,,,0,Canada,Quebec,MontrÃ©al,"MontrÃ©al, Quebec, Canada",New,0,0,0,0,0,0,0
2022-11-22,4744165195952,15238054543536,order,,,,0,Canada,Quebec,Sainte-Anne-des-Lacs,"Sainte-Anne-des-Lacs, Quebec, Canada",New,0,0,0,0,0,0,0
2022-11-22,4742179782832,15230067441840,order,,,,1,Canada,Ontario,Hamilton,"Hamilton, Ontario, Canada",New,73,0,0,73,0,9.49,82.49
2022-11-22,4743626031280,15235881074864,order,Clothing,"High-Top Boots",,1,Canada,Alberta,Edmonton,"Edmonton, Alberta, Canada",New,54.4,0,0,54.4,0,2.72,57.12
2022-11-22,4743626031280,15235881107632,order,,,,0,Canada,Alberta,Edmonton,"Edmonton, Alberta, Canada",New,0,0,0,0,0,0,0
2022-11-22,4744590229680,15239787675824,order,,,,0,Canada,Alberta,Calgary,"Calgary, Alberta, Canada",New,0,0,0,0,0,0,0
2022-11-22,4743648772272,15235967418544,order,,,,0,Canada,Quebec,Saint-AndrÃ©-Avellin,"Saint-AndrÃ©-Avellin, Quebec, Canada",New,0,0,0,0,0,0,0
2022-11-22,4744352858288,15238807519408,order,Clothing,"High-Top Boots",,2,Canada,Ontario,Severn,"Severn, Ontario, Canada",New,103.5,-15.52,0,87.98,0,11.44,99.42
2022-11-22,4742179782832,15230067474608,order,,,,0,Canada,Ontario,Hamilton,"Hamilton, Ontario, Canada",New,0,0,0,0,0,0,0
2022-11-22,4743626031280,15235881042096,order,Clothing,"High-Top Boots",,1,Canada,Alberta,Edmonton,"Edmonton, Alberta, Canada",New,51.75,0,0,51.75,0,2.59,54.34
2022-11-23,4745363718320,15242556833968,order,Clothing,"High-Top Boots","S - 2 Boots Only",2,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,93.5,-14.02,0,79.48,0,10.33,89.81
2022-11-23,4747281596592,15249986027696,order,,,,0,Canada,Quebec,QuÃ©bec,"QuÃ©bec, Quebec, Canada",New,0,0,0,0,0,0,0
2022-11-23,4746052403376,15245203341488,order,Clothing,"High-Top Boots",,4,Canada,"British Columbia",Kamloops,"Kamloops, British Columbia, Canada",New,198,0,0,198,0,9.9,207.9
2022-11-23,4746547888304,15247105884336,order,,,,0,Canada,Quebec,Laval,"Laval, Quebec, Canada",New,0,0,0,0,0,0,0
2022-11-23,4746547888304,15247105851568,order,Clothing,"High-Top Boots",,2,Canada,Quebec,Laval,"Laval, Quebec, Canada",New,108.8,-16.32,0,92.48,0,4.62,97.1
2022-11-23,4746052403376,15245203374256,order,,,,0,Canada,"British Columbia",Kamloops,"Kamloops, British Columbia, Canada",New,0,0,0,0,0,0,0
2022-11-23,4747281596592,15249985994928,order,Clothing,"High-Top Boots",,1,Canada,Quebec,QuÃ©bec,"QuÃ©bec, Quebec, Canada",New,51.75,-7.75,0,44,0,2.2,46.2
2022-11-23,4745363718320,15242556866736,order,,,,0,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,0,0,0,0,0,0,0
2022-11-23,4747281596592,15249985962160,order,Clothing,"High-Top Boots",,1,Canada,Quebec,QuÃ©bec,"QuÃ©bec, Quebec, Canada",New,49.5,-7.43,0,42.07,0,2.1,44.17
2022-11-24,4748758712496,15255468343472,order,,,,0,Canada,Quebec,Saint-Constant,"Saint-Constant, Quebec, Canada",New,0,0,0,0,0,0,0
2022-11-24,4749732118704,15259030388912,order,Clothing,"High-Top Boots",,1,Canada,Quebec,QuÃ©bec,"QuÃ©bec, Quebec, Canada",New,51.75,-7.75,0,44,0,2.2,46.2
2022-11-24,4749016203440,15256410652848,order,,,,0,Canada,Ontario,Hamilton,"Hamilton, Ontario, Canada",Returning,0,0,0,0,0,0,0
2022-11-24,4750559936688,15262085742768,order,,,,0,Canada,Ontario,Erin,"Erin, Ontario, Canada",New,0,0,0,0,0,0,0
2022-11-24,4748877299888,15255899668656,order,,"Clinic Custom Order",M1,5,Canada,Ontario,"Wasaga Beach","Wasaga Beach, Ontario, Canada",Returning,97.25,0,0,97.25,0,12.64,109.89
2022-11-24,4749604520112,15258573799600,order,Clothing,"High-Top Boots",,1,Canada,Ontario,Ottawa,"Ottawa, Ontario, Canada",New,54.4,-8.16,0,46.24,0,6.01,52.25
2022-11-24,4749732118704,15259030356144,order,Clothing,"High-Top Boots",,1,Canada,Quebec,QuÃ©bec,"QuÃ©bec, Quebec, Canada",New,49.5,-7.43,0,42.07,0,2.1,44.17
2022-11-24,4750023753904,15260088631472,order,Clothing,"High-Top Boots",,2,Canada,Ontario,Bolton,"Bolton, Ontario, Canada",New,103.5,-15.52,0,87.98,0,11.44,99.42
2022-11-24,4748877299888,15255899635888,order,,"Clinic Custom Order",L,2,Canada,Ontario,"Wasaga Beach","Wasaga Beach, Ontario, Canada",Returning,50.78,0,0,50.78,0,6.6,57.38
2022-11-24,4749604520112,15258573832368,order,,,,0,Canada,Ontario,Ottawa,"Ottawa, Ontario, Canada",New,0,0,0,0,0,0,0
2022-11-24,4749085769904,15256664178864,order,,"Clinic Custom Order",XS,10,Canada,Ontario,Mississauga,"Mississauga, Ontario, Canada",Returning,161.9,0,0,161.9,0,21.05,182.95
2022-11-24,4749085769904,15256664211632,order,,,,0,Canada,Ontario,Mississauga,"Mississauga, Ontario, Canada",Returning,0,0,0,0,0,0,0
2022-11-24,4749016203440,15256410521776,order,,"Clinic Custom Order",M1,1,Canada,Ontario,Hamilton,"Hamilton, Ontario, Canada",Returning,19.45,0,0,19.45,0,2.53,21.98
2022-11-24,4748758712496,15255468310704,order,Clothing,"High-Top Boots",,1,Canada,Quebec,Saint-Constant,"Saint-Constant, Quebec, Canada",New,54.4,0,0,54.4,0,2.72,57.12
2022-11-24,4749604520112,15258573766832,order,Clothing,"High-Top Boots",,1,Canada,Ontario,Ottawa,"Ottawa, Ontario, Canada",New,51.75,-7.76,0,43.99,0,5.72,49.71
2022-11-24,4748877299888,15255899734192,order,,,,0,Canada,Ontario,"Wasaga Beach","Wasaga Beach, Ontario, Canada",Returning,0,0,0,0,0,0,0
2022-11-24,4749016203440,15256410554544,order,,"Clinic Custom Order",M2,2,Canada,Ontario,Hamilton,"Hamilton, Ontario, Canada",Returning,45.38,0,0,45.38,0,5.9,51.28
2022-11-24,4750559936688,15262085710000,order,Clothing,"High-Top Boots",,1,Canada,Ontario,Erin,"Erin, Ontario, Canada",New,49.5,-7.42,0,42.08,0,5.47,47.55
2022-11-24,4748877299888,15255899603120,order,,"Clinic Custom Order",XL,3,Canada,Ontario,"Wasaga Beach","Wasaga Beach, Ontario, Canada",Returning,80.97,0,0,80.97,0,10.53,91.5
2022-11-24,4750023753904,15260088664240,order,,,,0,Canada,Ontario,Bolton,"Bolton, Ontario, Canada",New,0,0,0,0,0,0,0
2022-11-24,4749016203440,15256410620080,order,,"Clinic Custom Order",XL,3,Canada,Ontario,Hamilton,"Hamilton, Ontario, Canada",Returning,80.97,0,0,80.97,0,10.53,91.5
2022-11-24,4749604520112,15258573701296,order,Clothing,"High-Top Boots",,1,Canada,Ontario,Ottawa,"Ottawa, Ontario, Canada",New,49.5,-7.43,0,42.07,0,5.47,47.54
2022-11-24,4736176816304,15261275226288,return,,,,0,Canada,Ontario,Ottawa,"Ottawa, Ontario, Canada",New,0,0,-14.65,-14.65,0,0,-14.65
2022-11-24,4750559936688,15262085677232,order,Clothing,"High-Top Boots",,1,Canada,Ontario,Erin,"Erin, Ontario, Canada",New,51.75,-7.76,0,43.99,0,5.72,49.71
2022-11-24,4749732118704,15259030421680,order,,,,0,Canada,Quebec,QuÃ©bec,"QuÃ©bec, Quebec, Canada",New,0,0,0,0,0,0,0
2022-11-24,4726063726768,15256923177136,return,Clothing,"High-Top Boots","S - 2 Boots Only",0,Canada,Ontario,Aurora,"Aurora, Ontario, Canada",New,0,0,-46.75,-46.75,0,-6.08,-52.83
2022-11-24,4726063726768,15256923209904,return,Clothing,"High-Top Boots","XS -  2 Boots Only",0,Canada,Ontario,Aurora,"Aurora, Ontario, Canada",New,0,0,-44.75,-44.75,0,-5.82,-50.57
2022-11-24,4749604520112,15258573734064,order,Clothing,"High-Top Boots","S - 2 Boots Only",1,Canada,Ontario,Ottawa,"Ottawa, Ontario, Canada",New,46.75,-7.01,0,39.74,0,5.17,44.91
2022-11-24,4748877299888,15255899701424,order,,"Clinic Custom Order",S,5,Canada,Ontario,"Wasaga Beach","Wasaga Beach, Ontario, Canada",Returning,88.95,0,0,88.95,0,11.56,100.51
2022-11-24,4749016203440,15256410587312,order,,"Clinic Custom Order",L,4,Canada,Ontario,Hamilton,"Hamilton, Ontario, Canada",Returning,101.56,0,0,101.56,0,13.2,114.76
2022-11-25,4756461650096,15284196901040,order,Clothing,"High-Top Boots","XS -  2 Boots Only",2,Canada,Quebec,Carignan,"Carignan, Quebec, Canada",New,89.5,-13.42,0,76.08,0,3.8,79.88
2022-11-25,4753798430896,15273969057968,order,Clothing,"High-Top Boots",,1,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,54.4,0,0,54.4,0,7.07,61.47
2022-11-25,4757477490864,15288252301488,order,Clothing,"High-Top Boots",,1,Canada,Ontario,Thornton,"Thornton, Ontario, Canada",New,49.5,-7.42,0,42.08,0,5.47,47.55
2022-11-25,4754387534000,15276205932720,order,Clothing,"High-Top Boots","S - 2 Boots Only",1,Canada,Ontario,TORONTO,"TORONTO, Ontario, Canada",New,46.75,0,0,46.75,0,6.08,52.83
2022-11-25,4752391307440,15268645601456,order,Clothing,"High-Top Boots",,1,"United States",Illinois,Chicago,"Chicago, Illinois, United States",New,50.73,-7.61,0,43.12,0,0,43.12
2022-11-25,4757477490864,15288252334256,order,,,,0,Canada,Ontario,Thornton,"Thornton, Ontario, Canada",New,0,0,0,0,5.99,0.78,6.77
2022-11-25,4752793436336,15270155157680,order,,,,0,Canada,Alberta,Calgary,"Calgary, Alberta, Canada",New,0,0,0,0,5.99,0.3,6.29
2022-11-25,4756017905840,15282459377840,order,Clothing,"High-Top Boots","XS -  2 Boots Only",1,Canada,Quebec,laval,"laval, Quebec, Canada",New,44.75,0,0,44.75,0,2.24,46.99
2022-11-25,4753798430896,15273969090736,order,,,,0,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,0,0,0,0,0,0,0
2022-11-25,4752796549296,15270164857008,order,,,,0,Canada,Ontario,"St. Catharines","St. Catharines, Ontario, Canada",Returning,0,0,0,0,0,0,0
2022-11-25,4752391307440,15268645568688,order,Clothing,"High-Top Boots",,1,"United States",Illinois,Chicago,"Chicago, Illinois, United States",New,53.4,-8.01,0,45.39,0,0,45.39
2022-11-25,4752391307440,15268645634224,order,,,,0,"United States",Illinois,Chicago,"Chicago, Illinois, United States",New,0,0,0,0,21.36,0,21.36
2022-11-25,4753886707888,15274302963888,order,Clothing,"High-Top Boots",,2,Canada,"British Columbia",Nanaimo,"Nanaimo, British Columbia, Canada",New,108.8,-16.32,0,92.48,0,4.62,97.1
2022-11-25,4754387534000,15276205965488,order,,,,0,Canada,Ontario,TORONTO,"TORONTO, Ontario, Canada",New,0,0,0,0,0,0,0
2022-11-25,4756680409264,15285053194416,order,Clothing,"High-Top Boots","S - 2 Boots Only",1,Canada,Ontario,Brampton,"Brampton, Ontario, Canada",New,46.75,0,0,46.75,0,6.08,52.83
2022-11-25,4756680409264,15285053259952,order,,,,0,Canada,Ontario,Brampton,"Brampton, Ontario, Canada",New,0,0,0,0,0,0,0
2022-11-25,4752796549296,15270164791472,order,Clothing,"High-Top Boots",,1,Canada,Ontario,"St. Catharines","St. Catharines, Ontario, Canada",Returning,49.5,0,0,49.5,0,6.44,55.94
2022-11-25,4753798430896,15273969025200,order,Clothing,"High-Top Boots",,1,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,51.75,0,0,51.75,0,6.73,58.48
2022-11-25,4752793436336,15270155124912,order,Clothing,"High-Top Boots","XXS - 2 Boots Only",1,Canada,Alberta,Calgary,"Calgary, Alberta, Canada",New,43.25,-6.48,0,36.77,0,1.84,38.61
2022-11-25,4756017905840,15282459410608,order,,,,0,Canada,Quebec,laval,"laval, Quebec, Canada",New,0,0,0,0,5.99,0.3,6.29
2022-11-25,4752796549296,15270164824240,order,,"Clinic Custom Order",S,10,Canada,Ontario,"St. Catharines","St. Catharines, Ontario, Canada",Returning,177.9,0,0,177.9,0,23.13,201.03
2022-11-25,4756461650096,15284196933808,order,,,,0,Canada,Quebec,Carignan,"Carignan, Quebec, Canada",New,0,0,0,0,0,0,0
2022-11-25,4753886707888,15274302996656,order,,,,0,Canada,"British Columbia",Nanaimo,"Nanaimo, British Columbia, Canada",New,0,0,0,0,0,0,0
2022-11-25,4752796549296,15270164758704,order,Clothing,"High-Top Boots",,1,Canada,Ontario,"St. Catharines","St. Catharines, Ontario, Canada",Returning,51.75,0,0,51.75,0,6.73,58.48
2022-11-25,4756680409264,15285053227184,order,Clothing,"High-Top Boots","XS -  2 Boots Only",1,Canada,Ontario,Brampton,"Brampton, Ontario, Canada",New,44.75,0,0,44.75,0,5.82,50.57
2022-11-26,4759700308144,15296277119152,order,Clothing,"High-Top Boots","XS -  2 Boots Only",2,Canada,Ontario,Maple,"Maple, Ontario, Canada",New,89.5,-13.42,0,76.08,0,9.89,85.97
2022-11-26,4758556967088,15301013176496,return,,,,0,Canada,Ontario,Oakville,"Oakville, Ontario, Canada",Returning,0,0,-18,-18,0,0,-18
2022-11-26,4728691949744,15300943413424,return,,,,0,Canada,Ontario,"East Gwillimbury","East Gwillimbury, Ontario, Canada",New,0,0,-8,-8,0,0,-8
2022-11-26,4760582062256,15299437985968,order,,,,0,Canada,Ontario,Ottawa,"Ottawa, Ontario, Canada",New,0,0,0,0,0,0,0
2022-11-26,4760307105968,15298447016112,order,Clothing,"High-Top Boots","XS -  2 Boots Only",2,Canada,Quebec,Saint-Eustache,"Saint-Eustache, Quebec, Canada",New,89.5,-13.42,0,76.08,0,3.8,79.88
2022-11-26,4760582062256,15299437920432,order,Clothing,"High-Top Boots",,1,Canada,Ontario,Ottawa,"Ottawa, Ontario, Canada",New,49.5,-7.42,0,42.08,0,5.47,47.55
2022-11-26,4760350916784,15298605580464,order,Clothing,"High-Top Boots",,1,Canada,Manitoba,"St. Andrews","St. Andrews, Manitoba, Canada",New,51.75,0,0,51.75,0,2.59,54.34
2022-11-26,4760433033392,15298909962416,order,,,,0,Canada,Ontario,Maple,"Maple, Ontario, Canada",New,0,0,0,0,0,0,0
2022-11-26,4758556967088,15292196487344,order,,,,0,Canada,Ontario,Oakville,"Oakville, Ontario, Canada",Returning,0,0,0,0,0,0,0
2022-11-26,4758556967088,15292196421808,order,Clothing,"High-Top Boots",,1,Canada,Ontario,Oakville,"Oakville, Ontario, Canada",Returning,54.4,0,0,54.4,0,7.07,61.47
2022-11-26,4760842240176,15300376920240,order,Clothing,"High-Top Boots","XS -  2 Boots Only",2,Canada,Ontario,OTTAWA,"OTTAWA, Ontario, Canada",Returning,89.5,0,0,89.5,0,11.64,101.14
2022-11-26,4759700308144,15296277151920,order,,,,0,Canada,Ontario,Maple,"Maple, Ontario, Canada",New,0,0,0,0,0,0,0
2022-11-26,4758845358256,15293212262576,order,Clothing,"High-Top Boots","S - 2 Boots Only",2,Canada,Quebec,"Otterburn Park","Otterburn Park, Quebec, Canada",New,93.5,0,0,93.5,0,4.68,98.18
2022-11-26,4760582062256,15299437887664,order,Clothing,"3 Season Heated Coat",M2,1,Canada,Ontario,Ottawa,"Ottawa, Ontario, Canada",New,205.99,-30.9,0,175.09,0,22.76,197.85
2022-11-26,4758777069744,15292969320624,order,,,,0,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,0,0,0,0,0,0,0
2022-11-26,4760433033392,15298909896880,order,Clothing,"High-Top Boots",,1,Canada,Ontario,Maple,"Maple, Ontario, Canada",New,51.75,-7.76,0,43.99,0,5.72,49.71
2022-11-26,4760582062256,15299437953200,order,Clothing,"High-Top Boots","S - 2 Boots Only",1,Canada,Ontario,Ottawa,"Ottawa, Ontario, Canada",New,46.75,-7.01,0,39.74,0,5.17,44.91
2022-11-26,4760842240176,15300376953008,order,,,,0,Canada,Ontario,OTTAWA,"OTTAWA, Ontario, Canada",Returning,0,0,0,0,0,0,0
2022-11-26,4752796549296,15300620517552,return,,,,0,Canada,Ontario,"St. Catharines","St. Catharines, Ontario, Canada",Returning,0,0,-16.9,-16.9,0,0,-16.9
2022-11-26,4758845358256,15293212295344,order,,,,0,Canada,Quebec,"Otterburn Park","Otterburn Park, Quebec, Canada",New,0,0,0,0,0,0,0
2022-11-26,4760307105968,15298447048880,order,,,,0,Canada,Quebec,Saint-Eustache,"Saint-Eustache, Quebec, Canada",New,0,0,0,0,0,0,0
2022-11-26,4758777069744,15292969287856,order,Clothing,"High-Top Boots",,1,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,49.5,0,0,49.5,0,6.44,55.94
2022-11-26,4760350916784,15298605613232,order,Clothing,"High-Top Boots",,1,Canada,Manitoba,"St. Andrews","St. Andrews, Manitoba, Canada",New,54.4,0,0,54.4,0,2.72,57.12
2022-11-26,4760350916784,15298605646000,order,,,,0,Canada,Manitoba,"St. Andrews","St. Andrews, Manitoba, Canada",New,0,0,0,0,0,0,0
2022-11-26,4760433033392,15298909929648,order,Clothing,"High-Top Boots",,1,Canada,Ontario,Maple,"Maple, Ontario, Canada",New,49.5,-7.42,0,42.08,0,5.47,47.55
2022-11-26,4758777069744,15292969255088,order,Clothing,"High-Top Boots","S - 2 Boots Only",1,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,46.75,0,0,46.75,0,6.08,52.83
2022-11-26,4758556967088,15292196454576,order,Clothing,"High-Top Boots",,1,Canada,Ontario,Oakville,"Oakville, Ontario, Canada",Returning,51.75,0,0,51.75,0,6.73,58.48
2022-11-26,4759384850608,15295149146288,order,Clothing,"High-Top Boots","XS -  2 Boots Only",2,Canada,Ontario,Newmarket,"Newmarket, Ontario, Canada",Returning,89.5,-13.42,0,76.08,0,9.89,85.97
2022-11-26,4759384850608,15295149179056,order,,,,0,Canada,Ontario,Newmarket,"Newmarket, Ontario, Canada",Returning,0,0,0,0,0,0,0
2022-11-27,4763518599344,15309544849584,order,Clothing,"High-Top Boots",,1,Canada,Ontario,Markham,"Markham, Ontario, Canada",New,51.75,0,0,51.75,0,6.73,58.48
2022-11-27,4732355969200,15309357744304,order,Clothing,"High-Top Boots","XXS - 2 Boots Only",0,Canada,Ontario,Oakville,"Oakville, Ontario, Canada",New,43.25,0,0,43.25,0,5.62,48.87
2022-11-27,4735904809136,15310969143472,return,Clothing,"High-Top Boots",,0,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,0,0,-49.5,-49.5,0,-6.44,-55.94
2022-11-27,4763132461232,15308180914352,order,Clothing,"High-Top Boots",,2,Canada,"British Columbia",BARRIERE,"BARRIERE, British Columbia, Canada",New,99,0,0,99,0,4.95,103.95
2022-11-27,4752793436336,15307848745136,return,,,,0,Canada,Alberta,Calgary,"Calgary, Alberta, Canada",New,0,0,0,0,-5.99,-0.3,-6.29
2022-11-27,4752793436336,15307973558448,return,Clothing,"High-Top Boots","XXS - 2 Boots Only",0,Canada,Alberta,Calgary,"Calgary, Alberta, Canada",New,0,0,-36.77,-36.77,0,-1.84,-38.61
2022-11-27,4764394356912,15312792682672,order,Clothing,"3 Season Heated Coat",L,1,Canada,Ontario,Ancaster,"Ancaster, Ontario, Canada",New,214.99,-32.24,0,182.75,0,23.76,206.51
2022-11-27,4763431305392,15309234012336,order,,,,0,Canada,Manitoba,Winnipeg,"Winnipeg, Manitoba, Canada",New,0,0,0,0,0,0,0
2022-11-27,4763093237936,15308038602928,order,,,,0,Canada,Alberta,Calgary,"Calgary, Alberta, Canada",Returning,0,0,0,0,0,0,0
2022-11-27,4762001014960,15304343912624,order,Clothing,"High-Top Boots",,1,Canada,Alberta,Edmonton,"Edmonton, Alberta, Canada",Returning,51.75,0,0,51.75,0,2.59,54.34
2022-11-27,4752793436336,19041803403440,return,,,,0,Canada,Alberta,Calgary,"Calgary, Alberta, Canada",New,0,0,0,0,5.99,0.3,6.29
2022-11-27,4763518599344,15309544882352,order,,,,0,Canada,Ontario,Markham,"Markham, Ontario, Canada",New,0,0,0,0,0,0,0
2022-11-27,4763518599344,15309544816816,order,Clothing,"High-Top Boots",,1,Canada,Ontario,Markham,"Markham, Ontario, Canada",New,49.5,0,0,49.5,0,6.44,55.94
2022-11-27,4740751851696,15310276788400,order,Clothing,"High-Top Boots",,0,Canada,Alberta,Edmonton,"Edmonton, Alberta, Canada",New,49.5,0,0,49.5,0,2.48,51.98
2022-11-27,4764394356912,15312792715440,order,,,,0,Canada,Ontario,Ancaster,"Ancaster, Ontario, Canada",New,0,0,0,0,0,0,0
2022-11-27,4762001014960,15304343978160,order,,,,0,Canada,Alberta,Edmonton,"Edmonton, Alberta, Canada",Returning,0,0,0,0,0,0,0
2022-11-27,4761922371760,15304083472560,order,,,,0,Canada,Ontario,Shannonville,"Shannonville, Ontario, Canada",Returning,0,0,0,0,0,0,0
2022-11-27,4764427190448,15312920019120,order,Clothing,"High-Top Boots",,2,Canada,Ontario,Toronto,"Toronto, Ontario, Canada",New,108.8,0,0,108.8,0,14.14,122.94
2022-11-27,4763431305392,15309233979568,order,Clothing,"High-Top Boots",,1,Canada,Manitoba,Winnipeg,"Winnipeg, Manitoba, Canada",New,51.75,0,0,51.75,0,2.59,54.34
2022-11-27,4752793436336,19041803436208,return,,,,0,Canada,Alberta,Calgary,"Calgary, Alberta, Canada",New,0,0,0,0,-5.99,-0.3,-6.29
2022-11-27,4763093237936,15308038570160,order,Clothing,"High-Top Boots","XS -  2 Boots Only",1,Canada,Alberta,Calgary,"Calgary, Alberta, Canada",Returning,44.75,-6.71,0,38.04,0,1.9,39.94
2022-11-27,4762515374256,15306070753456,order,,,,0,Canada,Alberta,Lethbridge,"Lethbridge, Alberta, Canada",New,0,0,0,0,0,0,0
2022-11-27,4761922371760,15304083439792,order,,Hoodie,M2,1,Canada,Ontario,Shannonville,"Shannonville, Ontario, Canada",Returning,64.99,-9.74,0,55.25,0,7.18,62.43
2022-11-27,4762001014960,15304343945392,order,Clothing,"High-Top Boots","S - 2 Boots Only",1,Canada,Alberta,Edmonton,"Edmonton, Alberta, Canada",Returning,46.75,0,0,46.75,0,2.34,49.09
2022-11-27,4740929913008,15310434500784,order,Clothing,"High-Top Boots",,0,Canada,Alberta,Edmonton,"Edmonton, Alberta, Canada",Returning,49.5,0,0,49.5,0,2.48,51.98
2022-11-27,4741009932464,15310098104496,return,Clothing,"High-Top Boots","XS -  2 Boots Only",0,Canada,Alberta,Calgary,"Calgary, Alberta, Canada",New,0,0,-44.75,-44.75,0,-2.24,-46.99
2022-11-27,4762075201712,15304595931312,order,,,,0,Canada,Ontario,"North York","North York, Ontario, Canada",New,0,0,0,0,0,0,0
2022-11-27,4752793436336,15307970216112,return,Clothing,"High-Top Boots","XXS - 2 Boots Only",0,Canada,Alberta,Calgary,"Calgary, Alberta, Canada",New,0,0,-43.25,-43.25,0,-2.16,-45.41
